"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 12 17:02:58 GMT 2024","Sun May 12 17:02:59 GMT 2024","1146","tests","test_signup","","","","test_signup_functionality[invalid_username-valid_password-negative]","Тестирование функциональности регистрации"
"passed","Sun May 12 17:02:43 GMT 2024","Sun May 12 17:02:45 GMT 2024","1304","tests","test_login","","","","test_signup_functionality[invalid_username-valid_password-negative]","Тестирование функциональности регистрации"
"passed","Sun May 12 17:02:45 GMT 2024","Sun May 12 17:02:46 GMT 2024","1236","tests","test_login","","","","test_login_functionality[valid_username-invalid_password-negative]","Тестирование функциональности входа."
"passed","Sun May 12 17:02:48 GMT 2024","Sun May 12 17:02:49 GMT 2024","1487","tests","test_pairwise","TestPairwise","","","Тестирование добавления телефона в корзину.","
        Test the functionality of adding a phone to the cart.

        Args:
            self: The instance of the test class.
            page: The page object representing the web page.
            base_url: The base URL of the web page.
        "
"passed","Sun May 12 17:02:46 GMT 2024","Sun May 12 17:02:50 GMT 2024","3818","tests","test_e2e","TestE2E","","","test_e2e","Тестирование happy path E2E."
"passed","Sun May 12 17:02:59 GMT 2024","Sun May 12 17:03:00 GMT 2024","611","tests","test_slider","","","","test_slider[2]","Тестирование слайдера на веб-странице."
"passed","Sun May 12 17:02:43 GMT 2024","Sun May 12 17:02:44 GMT 2024","1216","tests","test_login","","","","test_login_functionality[valid_username-valid_password-positive]","Тестирование функциональности входа."
"passed","Sun May 12 17:02:42 GMT 2024","Sun May 12 17:02:43 GMT 2024","1301","tests","test_login","","","","test_signup_functionality[valid_username-valid_password-positive]","Тестирование функциональности регистрации"
"passed","Sun May 12 17:02:54 GMT 2024","Sun May 12 17:02:56 GMT 2024","1921","tests","test_pairwise","TestPairwise","","","Тестирование оформления заказа для монитора.","
        Тест функциональности оформления заказа для монитора.

        Args:
            page: Объект страницы, представляющий текущую веб-страницу.
            Base_url: Базовый URL веб-сайта.

        Raises:
            Exception: Если происходит ошибка во время выполнения теста.
        "
"passed","Sun May 12 17:02:45 GMT 2024","Sun May 12 17:02:46 GMT 2024","1214","tests","test_login","","","","test_login_functionality[invalid_username-valid_password-negative]","Тестирование функциональности входа."
"passed","Sun May 12 17:02:49 GMT 2024","Sun May 12 17:02:51 GMT 2024","2259","tests","test_pairwise","TestPairwise","","","Тестирование функциональности добавления ноутбука в корзину.","
        Test the functionality of adding a notebook to the cart.

        Args:
            page: The page object representing the current page.
            base_url: The base URL of the website.
            user_account_authorized: A boolean indicating
            whether the user account is authorized.
        "
"passed","Sun May 12 17:02:57 GMT 2024","Sun May 12 17:02:58 GMT 2024","950","tests","test_pairwise","TestPairwise","","","Тестирование добавления монитора в корзину.","
        Тест функциональности добавления монитора в корзину.

        Args:
            page: Объект страницы, представляющий текущую веб-страницу.
            Base_url: Базовый URL веб-сайта.
            User_account: Объект учетной записи пользователя,
                          представляющий текущего пользователя.

        Raises:
            Exception: Если происходит ошибка во время выполнения теста.
        "
"passed","Sun May 12 17:02:42 GMT 2024","Sun May 12 17:02:43 GMT 2024","1426","tests","test_login","","","","test_signup_functionality[valid_username-invalid_password-negative]","Тестирование функциональности регистрации"
"passed","Sun May 12 17:02:50 GMT 2024","Sun May 12 17:02:51 GMT 2024","937","tests","test_pairwise","TestPairwise","","","Тестирование просмотра товара ноутбука.","
        Test for viewing a notebook product.

        Args:
            page (Page): The page object for interacting with the web page.
            base_url (str): The base URL of the online store.

        Raises:
            Exception: If there is an error during the test execution.

        "
"passed","Sun May 12 17:02:53 GMT 2024","Sun May 12 17:02:54 GMT 2024","1043","tests","test_pairwise","TestPairwise","","","Тестирование функциональности добавления ноутбука в корзину.","
        Test the functionality of adding a notebook to the cart.

        Args:
            page: The page object representing the current page.
            base_url: The base URL of the website.
            user_account_authorized: A boolean indicating
            whether the user account is authorized.
        "
"passed","Sun May 12 17:02:54 GMT 2024","Sun May 12 17:02:54 GMT 2024","98","tests","test_pairwise","TestPairwise","","","Тестирование оформления заказа для монитора.","
        Тест функциональности оформления заказа для монитора.

        Args:
            page: Объект страницы, представляющий текущую веб-страницу.
            Base_url: Базовый URL веб-сайта.

        Raises:
            Exception: Если происходит ошибка во время выполнения теста.
        "
"passed","Sun May 12 17:02:53 GMT 2024","Sun May 12 17:02:54 GMT 2024","1263","tests","test_pairwise","TestPairwise","","","Тестирование оформления заказа для смартфона.","
        Тест функциональности оформления заказа для смартфона.

        Args:
            page: Объект страницы, представляющий текущую веб-страницу.
            Base_url: Базовый URL веб-сайта.
            User_account: Объект учетной записи пользователя,
                          представляющий текущего пользователя.

        Raises:
            Exception: Если происходит ошибка во время выполнения теста.
        "
"passed","Sun May 12 17:02:45 GMT 2024","Sun May 12 17:02:46 GMT 2024","775","tests","test_add_to_cart","","","","test_add_to_cart","Тестирование функциональности добавления в корзину."
"passed","Sun May 12 17:02:42 GMT 2024","Sun May 12 17:02:42 GMT 2024","513","tests","test_home_page","","","","test_home_page_title[STORE-positive]","Тестирование заголовка домашней страницы."
"passed","Sun May 12 17:02:59 GMT 2024","Sun May 12 17:03:00 GMT 2024","487","tests","test_slider","","","","test_slider[0]","Тестирование слайдера на веб-странице."
"passed","Sun May 12 17:02:43 GMT 2024","Sun May 12 17:02:43 GMT 2024","505","tests","test_home_page","","","","test_home_page_title[Wrong Title-negative]","Тестирование заголовка домашней страницы."
"passed","Sun May 12 17:02:47 GMT 2024","Sun May 12 17:02:48 GMT 2024","1111","tests","test_pairwise","TestPairwise","","","Тестирование функциональности просмотра продукта.","
        Test the functionality of viewing a product.

        Args:
            self: The test class instance.
            page: The page object.
            base_url: The base URL of the website.
            user_account_authorized: A flag indicating whether the
            user account is authorized.

        "
"passed","Sun May 12 17:02:49 GMT 2024","Sun May 12 17:02:49 GMT 2024","66","tests","test_pairwise","TestPairwise","","","Тестирование функциональности просмотра продукта.","
        Test the functionality of viewing a product.

        Args:
            self: The test class instance.
            page: The page object.
            base_url: The base URL of the website.
            user_account_authorized: A flag indicating whether the
            user account is authorized.

        "
"passed","Sun May 12 17:02:49 GMT 2024","Sun May 12 17:02:49 GMT 2024","196","tests","test_logout_functionality","","","","test_logout_functionality","Тестирование функциональности выхода из системы."
"passed","Sun May 12 17:02:58 GMT 2024","Sun May 12 17:03:00 GMT 2024","1124","tests","test_signup","","","","test_signup_functionality[valid_username-invalid_password-negative]","Тестирование функциональности регистрации"
"passed","Sun May 12 17:02:56 GMT 2024","Sun May 12 17:02:57 GMT 2024","1102","tests","test_signup","","","","test_signup_functionality[valid_username-valid_password-positive]","Тестирование функциональности регистрации"
"passed","Sun May 12 17:02:55 GMT 2024","Sun May 12 17:02:56 GMT 2024","1421","tests","test_place_order","","","","Тестирование функциональности оформления заказа","
    Тестирование функциональности оформления заказа.
    :param page: Экземпляр страницы для тестирования.
    :param base_url: URL-адрес домашней страницы.
    :param user_account: Фикстура для регистрации и входа в систему.
    :param add_to_cart: Фикстура для добавления карточки в корзину.
    "
"passed","Sun May 12 17:02:44 GMT 2024","Sun May 12 17:02:45 GMT 2024","1422","tests","test_login","","","","test_signup_functionality[invalid_username-invalid_password-negative]","Тестирование функциональности регистрации"
"passed","Sun May 12 17:02:58 GMT 2024","Sun May 12 17:02:59 GMT 2024","676","tests","test_slider","","","","test_slider[1]","Тестирование слайдера на веб-странице."
"passed","Sun May 12 17:02:57 GMT 2024","Sun May 12 17:02:58 GMT 2024","1032","tests","test_signup","","","","test_signup_functionality[invalid_username-invalid_password-negative]","Тестирование функциональности регистрации"
